央视卫视综合,#genre#





















12:00👉健康开讲,http://yubox.xyz/php/lngd.php?id=219



















12:00👉生命线,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU

























































12:00👉生命线,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS



































































12:30👉中华养生,http://yubox.xyz/php/lngd.php?id=219






















12:35👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
































































12:35👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv










































12:50👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
































































12:50👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv










































12:40👉健康全知道,http://yubox.xyz/php/lngd.php?id=164






























13:10👉名医堂,http://yubox.xyz/php/lngd.php?id=219





















13:43👉周六👉我家有私教,https://epg.pw/stream/9e948bbd5453affbe5fe879bc1c4145203aac9b993b01e7db9b1148e40815499.m3u8




































14:10👉健康开讲,http://yubox.xyz/php/lngd.php?id=219






















14:20👉X诊所,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989#http://58.37.189.47:8088/udp/239.45.3.236:5140#http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989










































14:23👉X诊所,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989#http://58.37.189.47:8088/udp/239.45.3.236:5140#http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989











































14:25👉X诊所,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989#http://58.37.189.47:8088/udp/239.45.3.236:5140#http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989










































14:27👉X诊所,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989#http://58.37.189.47:8088/udp/239.45.3.236:5140#http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989









































14:30👉X诊所,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989#http://58.37.189.47:8088/udp/239.45.3.236:5140#http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000012/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000012&IASHttpSessionId=OTT19019320240419154124000281&yang-1989




































































14:30👉竞技天地http://101.18.31.77:808/hls/26/index.m3u8














14:40👉中华养生,http://yubox.xyz/php/lngd.php?id=219




















15:11👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8










































15:15👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8







































15:15👉生命线,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU

























































15:15👉生命线,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS



























































15:20👉名医堂,http://yubox.xyz/php/lngd.php?id=219


















16:13👉夕阳红,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU

























































16:13👉夕阳红,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS

























































16:20👉健康开讲,http://yubox.xyz/php/lngd.php?id=219





















16:23👉夕阳红,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000040BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUd3JM2PCgDefrKOVZLNt0QMAmpLefguRLiOPXiDRWhxHg8yim2giTBA8RILsb%2B8Y5pkFUyZBE%2FkNJAbwncEegkU

























































16:23👉夕阳红,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS
























































16:50👉中华养生,http://yubox.xyz/php/lngd.php?id=219











































17:00👉竞技天地http://101.18.31.77:808/hls/26/index.m3u8














17:09👉浙江名医馆,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8










































































17:25👉养生堂,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225931/index.m3u8







































17:25👉养生堂,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8

























































17:25👉养生堂,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8

























































17:25👉健康有话说,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225961/index.m3u8


















































17:25👉健康有话说,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8



















































































17:30👉名医堂,http://yubox.xyz/php/lngd.php?id=219




















17:34👉名医话养生,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS

























































17:34👉名医话养生,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS






















































































































































17:34👉名医话养生,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS





























































































17:34👉名医话养生,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
































































































17:34👉名医话养生,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8





































17:37👉名医话养生,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS



































17:37👉名医话养生,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS





































17:37👉名医话养生,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000182/index.m3u8?IAS











































17:37👉名医话养生,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
































































































17:37👉名医话养生,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8





































17:39👉回家吃饭,http://113.64.145.204:8081/hls/33/index.m3u8









































17:40👉生命线,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8


























































17:40👉生命线,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8










































17:46👉生命线,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8






































17:46👉生命线,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8














































17:40👉健康全知道,http://yubox.xyz/php/lngd.php?id=164





































17:41👉回家吃饭,http://113.64.145.204:8081/hls/33/index.m3u8







































17:46👉回家吃饭,http://113.64.145.204:8081/hls/33/index.m3u8


















































18:01👉生命线,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8

































































18:01👉生命线,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8

















































18:05👉健康之路,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8 














































































18:05👉健康之路,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$可回放







































18:05:👉央视文化精品,http://113.64.145.204:8081/hls/33/index.m3u8


































18:06👉回家吃饭,http://113.64.145.204:8081/hls/33/index.m3u8




















































18:11👉生命线,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8






























































18:11👉生命线,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8


















































18:30👉健康开讲,http://yubox.xyz/php/lngd.php?id=219



















18:31👉央视文化精品,http://113.64.145.204:8081/hls/33/index.m3u8























































18:32👉魔法在身边http://101.18.31.77:808/hls/26/index.m3u8














18:50👉法律讲堂,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$可回放







































18:50👉法制讲堂,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225669/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$可回放





































































18:50👉法制讲堂,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000377/index.m3u8?IAS















































18:58👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
































































18:58👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv










































19:00👉中华养生,http://yubox.xyz/php/lngd.php?id=219























19:00👉健康北京,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8

























































19:00👉健康北京,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8









































19:30👉健康浙江,https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8












































































19:37👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8



























































19:38👉魔法在身边http://101.18.31.77:808/hls/26/index.m3u8














19:40👉名医堂,http://yubox.xyz/php/lngd.php?id=219



















19:45👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8




































19:47👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8


































19:52👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8
















































20:00👉杂闻天下http://101.18.31.77:808/hls/26/index.m3u8














20:02👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8





































20:02👉标点健康,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd











































































20:30👉竞技天地http://101.18.31.77:808/hls/26/index.m3u8














20:40👉健康开讲,http://yubox.xyz/php/lngd.php?id=219





















20:58👉X诊所,http://tv.100inns.com:4022/udp/239.45.3.236:5140#http://58.37.189.47:8088/udp/239.45.3.236:5140









































20:59👉X诊所,http://tv.100inns.com:4022/udp/239.45.3.236:5140#http://58.37.189.47:8088/udp/239.45.3.236:5140









































20:05👉健康有明医,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd






































































21:00★周四👉我是大医生,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8




































































21:02👉健康大问诊,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3540416BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXv1bCET6%2FGP6LFvnNC2DgGVSARKsxkWGZw7vFUuOj2Qc9XJS6ezvAUx%2FdaE2fSJr3cdTmmqJgNdIzUOCi9%2BOyg































































































21:10👉中华养生,http://yubox.xyz/php/lngd.php?id=219
































21:31👉天生我才http://101.18.31.77:808/hls/26/index.m3u8














21:40👉健康全知道,http://yubox.xyz/php/lngd.php?id=164




































21:50👉名医堂,http://yubox.xyz/php/lngd.php?id=219





















22:31👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8





































22:40👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8


































22:46👉9视频,http://113.64.145.204:8081/hls/33/index.m3u8


































22:43★周五👉我家有私教,https://epg.pw/stream/9e948bbd5453affbe5fe879bc1c4145203aac9b993b01e7db9b1148e40815499.m3u8



































22:57👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
































































22:57👉医道健康,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv






























































23:02👉杂闻天下http://101.18.31.77:808/hls/26/index.m3u8














23:20👉中华养生,http://yubox.xyz/php/lngd.php?id=219






































23:30👉竞技天地http://101.18.31.77:808/hls/26/index.m3u8














23:35👉健康有明医,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd






































































23:36👉央视文化精品,http://113.64.145.204:8081/hls/33/index.m3u8









































23:38👉央视文化精品,http://113.64.145.204:8081/hls/33/index.m3u8



































23:43👉央视文化精品,http://113.64.145.204:8081/hls/33/index.m3u8




































23:48👉央视文化精品,http://113.64.145.204:8081/hls/33/index.m3u8






















































常看频道👉,#genre#









































戏曲🔥❤️CCTV-11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8




















































































戏曲🔥❤️CCTV-11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$可回放






























































移动戏曲🔥❤️河南,https://tv.cry33.com/hn.php?id=ydxj



































河南戏曲🔥❤️河南,http://61.163.181.78:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0

































梨园频道🔥❤️河南,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380788ba7bed/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQI5%2BK6T7j%2FlRm%2BvbM9VO7bA0q1S1k1f36SqqriM0FZoFSAJRfCt8SS7X6sTRmXb81a8O4H%2FdroDKjLoDeaMQdyJQ













































梨园频道🔥❤️河南,http://101.18.25.159:808/hls/72/index.m3u8




































梨园频道🔥❤️👉河南http://101.18.25.87:808/hls/72/index.m3u8












































七彩戏剧🔥❤️上海,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSessionId=OTT19019320240419154124000281&yang-1989






















戏曲精选🔥❤️BesTVhttp://vl15191373.imwork.net:8880/rtp/239.93.0.144:5140
























戏曲🔥❤️CCTVhttp://vl15191373.imwork.net:8880/rtp/239.93.0.217:9208
























金色学堂🔥❤️有戏曲,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000061/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000061&IASHttpSessionId=OTT19019320240419154124000281&yang-1989















































中国功夫,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8





































格斗频道,http://live-cmvideo.cmread.com:80/migu/lunbo/ufc/57/20230310/01.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=de66cc31b2e686e8503003557c03ec69





































UFC格斗精选,http://rihou.cc:55/lib/migu.php?id=ufcgdjx























美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8




































赛事频道❤️有摔跤,https://d12a2vxqkkh1bo.cloudfront.net/hls/1080p/playlist.m3u8

































































































