央视1,#genre# 
http://fl1.moveonjoy.com/HBO_ZONE/index.m3u8
#EXTINF:-1 group-title="国际",Paramount+ with Showtime
http://fl1.moveonjoy.com/SHOWTIME/index.m3u8
#EXTINF:-1 group-title="国际",Showtime 2
http://fl1.moveonjoy.com/SHOWTIME_2/index.m3u8
#EXTINF:-1 group-title="国际",Showtime Extreme
http://fl1.moveonjoy.com/SHOWTIME_EXTREME/index.m3u8
#EXTINF:-1 group-title="国际",Showtime Next
http://fl1.moveonjoy.com/SHOWTIME_NEXT/index.m3u8
#EXTINF:-1 group-title="国际",Showtime Women
http://fl1.moveonjoy.com/SHOWTIME_WOMEN/index.m3u8
#EXTINF:-1 group-title="国际",Starz Comedy
http://fl1.moveonjoy.com/STARZ_COMEDY/index.m3u8
#EXTINF:-1 group-title="国际",Sony One Action HITS
https://89514e758f814907be6d14bbc0aa66b7.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-800-UK-SONYONEACTIONHITS-LG_UK/playlist.m3u8
#EXTINF:-1 group-title="国际",Sony One Comedy HITS
https://9f8e2ffcd87f4c469be7194e48f84874.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-802-UK-SONYONECOMEDYHITS-LG_UK/playlist.m3u8
#EXTINF:-1 group-title="国际",Top Movies
https://0145451975a64b35866170fd2e8fa486.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-5987/master.m3u8
#EXTINF:-1 group-title="国际",Action Movies
https://54045f0c40fd442c8b06df076aaf1e85.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6065/master.m3u8
#EXTINF:-1 group-title="国际",Comedy Movies
https://9be783d652cd4b099cf63e1dc134c4a3.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6181/master.m3u8
#EXTINF:-1 group-title="国际",Thrillers
https://thriller-rakuten-tv-uk.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6482/master.m3u8?ads.app_bundle=[APP_BUNDLE]&ads.app_name=LG%20Channel%20Plus&ads.app_store_url=[APP_STOREURL]&ads.app_version=[APP_VERSION]&ads.brand_name=[DEVICE_MAKE]&ads.content_livestream=0&ads.device_lmt=[LMT]&ads.device_model=[DEVICE_MODEL]&ads.did=[IFA]&ads.fck=[FCK]&ads.gdpr_consent=[GDPR_CONSENT]&ads.ifa_type=[IFA_TYPE]&ads.market=uk&ads.platform=lg_channelplus&ads.pod_type=playerpage_midroll&ads.rtv_channel_name=thriller-rakuten-tv_uk&ads.rtv_content_id=6482&ads.rtv_language=en&ads.viewsize=[VIEWSIZE]&channel_id=6482&disable_subtitles=true&publishing_platform_id=2
#EXTINF:-1 group-title="国际",Sci-Fi
https://sci-fi-rakuten-tv-uk.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6241/master.m3u8?ads.app_bundle=[APP_BUNDLE]&ads.app_name=LG%20Channel%20Plus&ads.app_store_url=[APP_STOREURL]&ads.app_version=[APP_VERSION]&ads.brand_name=[DEVICE_MAKE]&ads.content_livestream=0&ads.device_lmt=[LMT]&ads.device_model=[DEVICE_MODEL]&ads.did=[IFA]&ads.fck=[FCK]&ads.gdpr_consent=[GDPR_CONSENT]&ads.ifa_type=[IFA_TYPE]&ads.market=uk&ads.platform=lg_channelplus&ads.pod_type=playerpage_midroll&ads.rtv_channel_name=sci-fi-rakuten-tv_uk&ads.rtv_content_id=6241&ads.rtv_language=en&ads.viewsize=[VIEWSIZE]&channel_id=6241&disable_subtitles=true&publishing_platform_id=2
#EXTINF:-1 group-title="国际",Romance Movies
https://romance-rakuten-tv-uk.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6194/master.m3u8?ads.app_bundle=[APP_BUNDLE]&ads.app_name=LG%20Channel%20Plus&ads.app_store_url=[APP_STOREURL]&ads.app_version=[APP_VERSION]&ads.brand_name=[DEVICE_MAKE]&ads.content_livestream=0&ads.device_lmt=[LMT]&ads.device_model=[DEVICE_MODEL]&ads.did=[IFA]&ads.fck=[FCK]&ads.gdpr_consent=[GDPR_CONSENT]&ads.ifa_type=[IFA_TYPE]&ads.market=uk&ads.platform=lg_channelplus&ads.pod_type=playerpage_midroll&ads.rtv_channel_name=romance-rakuten-tv_uk&ads.rtv_content_id=6194&ads.rtv_language=en&ads.viewsize=[VIEWSIZE]&channel_id=6194&disable_subtitles=true&publishing_platform_id=2
#EXTINF:-1 group-title="国际",Drama Movies
https://fee09fd665814f51b939b6d106cf5f66.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6093/master.m3u8
#EXTINF:-1 group-title="国际",Thriller TV
https://52aad07d9d4f4d479d9b27e08ddf9e8b.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-808-UK-SONYONETHRILLERTV-LG_UK/playlist.m3u8
#EXTINF:-1 group-title="国际",Comedy TV
https://ec613694ee5049d3b8f30913b619662e.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-804-UK-SONYONECOMEDYTV-LG_UK/playlist.m3u8
#EXTINF:-1 group-title="国际",Sony One FAVES
https://8a4805800dac428ebbf1d3cde0cdcf87.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-806-UK-SONYONEFAVES-LG_UK/playlist.m3u8
#EXTINF:-1 group-title="国际",Sony One Dragons' Den
https://5dae1f2dfec54d8f9992b7d2ac0bc627.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-810-UK-SONYONEDRAGONSDEN-LG_UK/playlist.m3u8
#EXTINF:-1 group-title="国际",Great British Menu
https://7ed93f662af44c2e9bdf93b56464f6a8.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/LG-gb_GreatBritishMenu/playlist.m3u8
#EXTINF:-1 group-title="国际",Icon Film Channel
https://09e3020901654256a51f2f2e9213765a.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/LG-gb_IconFilmChannelClassics/playlist.m3u8
#EXTINF:-1 group-title="国际",Popflix
https://2e90a1efd576492a8eaf4364feedf8d5.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/LG-gb_Popflix/playlist.m3u8
#EXTINF:-1 group-title="国际",LG 1 Film
https://stream.ads.ottera.tv/playlist.m3u8?network_id=15465&avod=1&coppa=0&td=6&is_lat=[LMT]&dnt=[DNS]&us_privacy=[US_PRIVACY]&did=[DEVICE_ID]&ip=[IP]&ua=[UA]&ifa_type=[IFA_TYPE]&app_bundle=[APP_BUNDLE]&app_store_url=[APP_STOREURL]&app_name=[APP_NAME]&custom_targeting=html5&custom_4=lg_channels_uk&player_height=720&player_width=1280&content_channel=lg_channels&content_dist_name=lg_channels&device_make=[DEVICE_MAKE]&device_model=[DEVICE_MODEL]&device_os=html5&consent=[GDPR_CONSENT]&gdpr=[GDPR]&gender=not_specified&yob=0&livestream=1&custom_param_0=[DEVICE_MODEL]&custom_param_1=tv&custom_param_2=[DEVICE_MAKE]&custom_param_3=[DEVICE_ID]&custom_param_4=lg_channels&custom_param_5=html5&fck=[FCK]&viewsize=[VIEWSIZE]
#EXTINF:-1 group-title="国际",LG 1 Spotlight
https://stream.ads.ottera.tv/playlist.m3u8?network_id=13959&avod=1&coppa=0&td=6&is_lat=[LMT]&dnt=[DNS]&us_privacy=[US_PRIVACY]&did=[DEVICE_ID]&ip=[IP]&ua=[UA]&ifa_type=[IFA_TYPE]&app_bundle=[APP_BUNDLE]&app_store_url=[APP_STOREURL]&app_name=[APP_NAME]&custom_targeting=html5&custom_4=lg_channels_uk&player_height=720&player_width=1280&content_channel=lg_channels&content_dist_name=lg_channels&device_make=[DEVICE_MAKE]&device_model=[DEVICE_MODEL]&device_os=html5&consent=[GDPR_CONSENT]&gdpr=[GDPR]&gender=not_specified&yob=0&livestream=1&custom_param_0=[DEVICE_MODEL]&custom_param_1=tv&custom_param_2=[DEVICE_MAKE]&custom_param_3=[DEVICE_ID]&custom_param_4=lg_channels&custom_param_5=html5&fck=[FCK]&viewsize=[VIEWSIZE]
#EXTINF:-1 group-title="国际",LG 1
https://stream.ads.ottera.tv/playlist.m3u8?network_id=10957&avod=1&coppa=0&td=6&is_lat=[LMT]&dnt=[DNS]&us_privacy=[US_PRIVACY]&did=[DEVICE_ID]&ip=[IP]&ua=[UA]&ifa_type=[IFA_TYPE]&app_bundle=[APP_BUNDLE]&app_store_url=[APP_STOREURL]&app_name=[APP_NAME]&custom_targeting=html5&custom_4=lg_channels_uk&player_height=720&player_width=1280&content_channel=lg_channels&content_dist_name=lg_channels&device_make=[DEVICE_MAKE]&device_model=[DEVICE_MODEL]&device_os=html5&consent=[GDPR_CONSENT]&gdpr=[GDPR]&gender=not_specified&yob=0&livestream=1&custom_param_0=[DEVICE_MODEL]&custom_param_1=tv&custom_param_2=[DEVICE_MAKE]&custom_param_3=[DEVICE_ID]&custom_param_4=lg_channels&custom_param_5=html5&fck=[FCK]&viewsize=[VIEWSIZE]
#EXTINF:-1 group-title="国际",Real Madrid
https://wurlcineverse.global.transmit.live/hls/678aa19b0d785cafbf15414a/v1/cinedigm_entertainment_corp_realmadrid_1/lg_ca/latest/main/hls/playlist.m3u8?wurl_channel=1865&wurl_name=RealMadrid&coppa=0&uid=[DEVICE_ID]&rdid=[IFA]&ifatype=[IFA_TYPE]&dnt=[LMT]&donotsell=[DNS]&isgdpr=[GDPR]&gdpr=[GDPR_CONSENT]&country=[COUNTRY]&pr=[US_PRIVACY]&appstoreurl=[APP_STOREURL]&bundleid=[APP_BUNDLE]&appname=[APP_NAME]&appversion=[APP_VERSION]&dt=[DEVICE_TYPE]&make=[DEVICE_MAKE]&model=[DEVICE_MODEL]&targetad=[TARGETAD_ALLOWED]
#EXTINF:-1 group-title="国际",GoUSA TV
https://cc2b7c60df304389ba60c76790d1a82f.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/LG-au_GoUSATV/playlist.m3u8
#EXTINF:-1 group-title="国际",Autentic Travel
https://2d1ef59f0ad34d14888d8abce1b99264.mediatailor.us-east-1.amazonaws.com/v1/master/04fd913bb278d8775298c26fdca9d9841f37601f/LG-au_AutenticTravel/playlist.m3u8
#EXTINF:-1 group-title="国际",Inside Outside
https://52405cd167dc41c68edcaa842b916ccd.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/LG-au_InsideOutside/playlist.m3u8
#EXTINF:-1 group-title="国际",SBS Drama
https://ads.its-newid.net/api/manifest.m3u8?tp=lg_channels&channel_name=sbsk-drama&channel_id=newid_008&mpf=c064f5f4-39af1962-7c36be2c&apikey=48230e6b-1cea0097-15975f93-39af1962&auth=474ab4cb-5d47aa0a-84d0cbca-2a3730a6&ads.live=[CONTENT_LIVE]&ads.deviceid=[DEVICE_ID]&ads.ifa=[IFA]&ads.ifatype=[IFA_TYPE]&ads.lat=[LMT]&ads.donotsell=[DNS]&ads.ua=[UA]&ads.ip=[IP]&ads.gdpr=[GDPR]&ads.gdpr_consent=[GDPR_CONSENT]&ads.country=[COUNTRY]&ads.us_privacy=[US_PRIVACY]&ads.appstoreurl=[APP_STOREURL]&ads.bundleid=[APP_BUNDLE]&ads.appname=[APP_NAME]&ads.appversion=[APP_VERSION]&ads.devicetype=[DEVICE_TYPE]&ads.devicemake=[DEVICE_MAKE]&ads.devicemodel=[DEVICE_MODEL]&ads.targetad=[TARGETAD_ALLOWED]&ads.fck=[FCK]&ads.viewsize=[VIEWSIZE]&ads.givn=[NONCE]
#EXTINF:-1 group-title="国际",New Kmovies
https://ads.its-newid.net/api/manifest.m3u8?tp=lg_channels&channel_name=newkmovies&channel_id=newid_219&mpf=adfc204d-39af1962-13a2f01a&apikey=48230e6b-1cea0097-15975f93-39af1962&auth=b62c2c8b-8316a771-295eba28-f4663ddd&ads.live=[CONTENT_LIVE]&ads.deviceid=[DEVICE_ID]&ads.ifa=[IFA]&ads.ifatype=[IFA_TYPE]&ads.lat=[LMT]&ads.donotsell=[DNS]&ads.ua=[UA]&ads.ip=[IP]&ads.gdpr=[GDPR]&ads.gdpr_consent=[GDPR_CONSENT]&ads.country=[COUNTRY]&ads.us_privacy=[US_PRIVACY]&ads.appstoreurl=[APP_STOREURL]&ads.bundleid=[APP_BUNDLE]&ads.appname=[APP_NAME]&ads.appversion=[APP_VERSION]&ads.devicetype=[DEVICE_TYPE]&ads.devicemake=[DEVICE_MAKE]&ads.devicemodel=[DEVICE_MODEL]&ads.targetad=[TARGETAD_ALLOWED]&ads.fck=[FCK]&ads.viewsize=[VIEWSIZE]&ads.givn=[NONCE]
#EXTINF:-1 group-title="国际",Tennis Channel
https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01444-tennischannelth-tennischnlintl-lggb/playlist.m3u8?ads.deviceid=[DEVICE_ID]&ads.ifa=[IFA]&ads.ifatype=[IFA_TYPE]&ads.lat=[LMT]&ads.donotsell=[DNS]&ads.ua=[UA]&ads.ip=[IP]&ads.gdpr=[GDPR]&ads.gdprconsent=[GDPR_CONSENT]&ads.country=[COUNTRY]&ads.usprivacy=[US_PRIVACY]&ads.appstoreurl=[APP_STOREURL]&ads.bundleid=[APP_BUNDLE]&ads.appname=[APP_NAME]&ads.appversion=[APP_VERSION]&ads.devicetype=[DEVICE_TYPE]&ads.devicemake=[DEVICE_MAKE]&ads.devicemodel=[DEVICE_MODEL]&ads.coppa=0&ads.targetad=[TARGETAD_ALLOWED]&ads.fck=[FCK]&ads.viewsize=[VIEWSIZE]&ads.givn=[NONCE]
#EXTINF:-1 group-title="国际",Universal Monsters
https://d4whmvwm0rdvi.cloudfront.net/10007/99993044/hls/master.m3u8?ads.xumo_channelId=99993044&ads.asnw=169843&ads.afid=380753606&ads.sfid=17850336&ads.csid=lgchannels_us_nbcuuniversalmonsters_ssai_cro&ads._fw_is_lat=[LMT]&ads._fw_us_privacy=[US_PRIVACY]&ads._fw_coppa=0&ads._fw_did=[IFA]&ads._fw_vcid2=512116:[IFA]&ads._fw_app_bundle=[APP_BUNDLE]&ads._fw_app_store_url=[APP_STOREURL]&ads._fw_content_category=IAB1-7&ads._fw_content_genre=television&ads._fw_content_language=en&ads._fw_content_rating=tv-14&ads._fw_deviceMake=[DEVICE_MAKE]&ads._fw_device_model=[DEVICE_MODEL]&ads._fw_deviceType=3-Connected_TV&ads.appVersion=[APP_VERSION]&ads.appName=lgchannels&ads.xumo_contentId=3940&ads.xumo_contentName=NBCUUniversalMonsters&ads.xumo_providerId=3940&ads.xumo_providerName=NBCUUniversalMonsters&ads.channelId=99993044&ads._fw_ifa_type=dpid&ads.givn=[NONCE]&ads.fck=[FCK]&ads.viewsize=[VIEWSIZE]
#EXTINF:-1 group-title="国际",ION Plus
https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-ionplus-tablo/playlist.m3u8
#EXTINF:-1 group-title="国际",Billiard TV
https://stream.ads.ottera.tv/playlist.m3u8?network_id=15270&avod=1&coppa=0&td=6&is_lat=[LMT]&dnt=[DNS]&us_privacy=[US_PRIVACY]&did=[DEVICE_ID]&ip=[IP]&ua=[UA]&ifa_type=[IFA_TYPE]&app_bundle=[APP_BUNDLE]&app_store_url=[APP_STOREURL]&app_name=[APP_NAME]&custom_targeting=html5&custom_4=lg_channels_us&player_height=720&player_width=1280&content_channel=lg_channels&content_dist_name=lg_channels&device_make=[DEVICE_MAKE]&device_model=[DEVICE_MODEL]&device_os=html5&consent=[GDPR_CONSENT]&gdpr=[GDPR]&gender=not_specified&yob=0&livestream=1&custom_param_0=[DEVICE_MODEL]&custom_param_1=tv&custom_param_2=[DEVICE_MAKE]&custom_param_3=[DEVICE_ID]&custom_param_4=lg_channels&custom_param_5=html5&fck=[FCK]&viewsize=[VIEWSIZE]&nonce=[NONCE]
#EXTINF:-1 group-title="国际",NBA TV
http://fl1.moveonjoy.com/NBA_TV/index.m3u8
#EXTINF:-1 group-title="国际",MLB Network
http://fl1.moveonjoy.com/MLB_NETWORK/index.m3u8
#EXTINF:-1 group-title="国际",TNT Sports 1
https://7pal.short.gy/tntspts1
#EXTINF:-1 group-title="国际",TNT Sports 2
https://7pal.short.gy/tntspts2
#EXTINF:-1 group-title="国际",TNT Sports 3
https://7pal.short.gy/tntspts3
#EXTINF:-1 group-title="国际",TNT Sports 4
https://7pal.short.gy/tntspts4
#EXTINF:-1 group-title="国际",TNT Sports Ultimate
https://a1xs.vip/2000031
#EXTINF:-1 group-title="国际",TSN 1
http://fl1.moveonjoy.com/TSN_1/mpegts
#EXTINF:-1 group-title="国际",TSN 4
http://fl1.moveonjoy.com/TSN_4/mpegts
#EXTINF:-1 group-title="国际",Sky Sports Premier League
https://7pal.short.gy/ssportspl
#EXTINF:-1 group-title="国际",Sky Sports Football
https://7pal.short.gy/ssportsfb
#EXTINF:-1 group-title="国际",Sky Sports Main Event
https://7pal.short.gy/SSMEuhd
#EXTINF:-1 group-title="国际",Sky Sports+
https://a1xs.vip/2000012
#EXTINF:-1 group-title="国际",Sky Sports F1
https://7pal.short.gy/SSF1uhd
#EXTINF:-1 group-title="国际",Sky Sports News
https://7pal.short.gy/ssportsnw
#EXTINF:-1 group-title="国际",Sky Sports NFL
https://a1xs.vip/2000011
#EXTINF:-1 group-title="国际",Sky Sports Mix
https://a1xs.vip/2000008
#EXTINF:-1 group-title="国际",ESPNU
http://fl1.moveonjoy.com/ESPN_U/index.m3u8
#EXTINF:-1 group-title="国际",ESPN2
http://1tv41.icu:8080/8434692955/judgen64@yahoo.com/2210
#EXTINF:-1 group-title="国际",FS1
http://fl1.moveonjoy.com/FOX_Sports_1/index.m3u8
#EXTINF:-1 group-title="国际",FS2
https://a1xs.vip/40000022
#EXTINF:-1 group-title="国际",NHL Network
http://23.237.104.106:8080/USA_NHL_NETWORK/index.m3u8
#EXTINF:-1 group-title="国际",Aspire
http://fl1.moveonjoy.com/Aspire/index.m3u8
#EXTINF:-1 group-title="国际",Persuit Channel
https://d2qa45tniogkj6.cloudfront.net/out/v1/30f129d3a8a8482b9efe5092cf46e601/index.m3u8
#EXTINF:-1 group-title="国际",Bravo TV
http://fl1.moveonjoy.com/BRAVO/index.m3u8
#EXTINF:-1 group-title="国际",The First 
https://thefirst-oando.amagi.tv/playlist.m3u8
#EXTINF:-1 group-title="国际",Cooking Channel
https://fl1.moveonjoy.com/COOKING_CHANNEL/index.m3u8
#EXTINF:-1 group-title="国际",FX Movie Channel
http://fl1.moveonjoy.com/FX_MOVIE/index.m3u8
#EXTINF:-1 group-title="国际",FYI TV
http://fl1.moveonjoy.com/FYI/index.m3u8
#EXTINF:-1 group-title="国际",Grit TV
http://fl1.moveonjoy.com/GRIT_TV/index.m3u8
#EXTINF:-1 group-title="国际",Golf Channel
https://fl1.moveonjoy.com/GOLF/index.m3u8
#EXTINF:-1 group-title="国际",Hallmark Channel
http://fl1.moveonjoy.com/HALLMARK_CHANNEL/index.m3u8
#EXTINF:-1 group-title="国际",Hallmark Family
https://fl1.moveonjoy.com/HALLMARK_DRAMA/index.m3u8
#EXTINF:-1 group-title="国际",Hallmark Mystery
https://fl1.moveonjoy.com/HALLMARK_MOVIES_MYSTERIES/index.m3u8
#EXTINF:-1 group-title="国际",Lifetime
http://fl1.moveonjoy.com/LIFETIME/index.m3u8
#EXTINF:-1 group-title="国际",YES Network
https://fl1.moveonjoy.com/YES_NETWORK/index.m3u8
国际广播,#genre#
BBC World Service,http://as-hls-ww-live.akamaized.net/pool_87948813/live/ww/bbc_world_service/bbc_world_service.isml/bbc_world_service-audio%3d96000.norewind.m3u8
CNN,https://tunein.cdnstream1.com/3519_96.aac
CNA,https://14033.live.streamtheworld.com/938NOW_PREM.aac
GB News,https://listen-gbnews.sharp-stream.com/gbnews.mp3
LBC News,https://icecast.thisisdax.com/LBCNewsUKMP3
Times Radio,http://timesradio.wireless.radio/stream
Talk Radio,https://radio.talkradio.co.uk/stream
Capital FM,https://19183.live.streamtheworld.com/CAPITAL958FM_PREM.aac
Hao FM,https://playerservices.streamtheworld.com/api/livestream-redirect/HAO_963.mp3
Gold FM,http://22903.live.streamtheworld.com:3690/GOLD905_PREM.aac
Money FM,https://playerservices.streamtheworld.com/api/livestream-redirect/MONEY_893AAC.aac
Yes FM,https://22393.live.streamtheworld.com/YES933_PREM.aac
Kiss FM,https://playerservices.streamtheworld.com/api/livestream-redirect/KISS_92AAC.aac
NPR News,https://nprdmcoitunes.akamaized.net/hls/live/2034276/itls/playlist.m3u8
ABC News Radio,https://mediaserviceslive.akamaized.net/hls/live/2038318/rnnsw/masterhq.m3u8
Newstalk ZB,https://playerservices.streamtheworld.com/api/livestream-redirect/NZME_31AAC.aac
Power FM,https://crystalout.surfernetwork.com:8001/KVSP_MP3
Classic FM,https://ice-sov.musicradio.com/ClassicFMMP3
BBC Radio 1,http://as-hls-ww-live.akamaized.net/pool_01505109/live/ww/bbc_radio_one/bbc_radio_one.isml/bbc_radio_one-audio%3d96000.norewind.m3u8
BBC Radio 1 Xtra,http://as-hls-ww-live.akamaized.net/pool_92079267/live/ww/bbc_1xtra/bbc_1xtra.isml/bbc_1xtra-audio%3d96000.norewind.m3u8
BBC Radio 1 Dance,http://as-hls-ww-live.akamaized.net/pool_62063831/live/ww/bbc_radio_one_dance/bbc_radio_one_dance.isml/bbc_radio_one_dance-audio%3d96000.norewind.m3u8
BBC Radio 2,http://as-hls-ww-live.akamaized.net/pool_74208725/live/ww/bbc_radio_two/bbc_radio_two.isml/bbc_radio_two-audio%3d96000.norewind.m3u8
BBC Radio 3,http://as-hls-ww-live.akamaized.net/pool_23461179/live/ww/bbc_radio_three/bbc_radio_three.isml/bbc_radio_three-audio%3d96000.norewind.m3u8
BBC Radio 4,http://as-hls-ww-live.akamaized.net/pool_55057080/live/ww/bbc_radio_fourfm/bbc_radio_fourfm.isml/bbc_radio_fourfm-audio%3d96000.norewind.m3u8
BBC Radio 4 Extra,http://as-hls-ww-live.akamaized.net/pool_26173715/live/ww/bbc_radio_four_extra/bbc_radio_four_extra.isml/bbc_radio_four_extra-audio%3d96000.norewind.m3u8
BBC Radio 5 Live,http://as-hls-ww-live.akamaized.net/pool_89021708/live/ww/bbc_radio_five_live/bbc_radio_five_live.isml/bbc_radio_five_live-audio%3d96000.norewind.m3u8
BBC Radio 6 Music,http://as-hls-ww-live.akamaized.net/pool_81827798/live/ww/bbc_6music/bbc_6music.isml/bbc_6music-audio%3d96000.norewind.m3u8
BBC Radio Asian Network,http://as-hls-ww-live.akamaized.net/pool_22108647/live/ww/bbc_asian_network/bbc_asian_network.isml/bbc_asian_network-audio%3d96000.norewind.m3u8
国内广播,#genre#
CNR中国之声,https://radio.0472.org/?id=639
CNR经济之声,https://radio.0472.org/?id=640
CNR环球资讯,https://radio.0472.org/?id=692
CNR音乐之声,https://radio.0472.org/?id=641
CNR交通广播,https://radio.0472.org/?id=653
CNR文艺之声,https://radio.0472.org/?id=648
CNR湾区之声,https://radio.0472.org/?id=645
CNR经典音乐,https://radio.0472.org/?id=642
CNR台海之声,https://radio.0472.org/?id=643
CNR神州之声,https://radio.0472.org/?id=644
CNR香港之声,https://radio.0472.org/?id=646
CNR民族之声,https://radio.0472.org/?id=647
CNR老年之声,https://radio.0472.org/?id=649
CNR乡村之声,https://radio.0472.org/?id=654
CNR南海之声,https://radio.0472.org/?id=664
北京交通广播,http://ls.qingting.fm/live/336.m3u8
北京新闻广播,http://ls.qingting.fm/live/339.m3u8
北京文艺广播,http://ls.qingting.fm/live/333.m3u8
北京音乐广播,http://ls.qingting.fm/live/332.m3u8
北京城市广播,https://brtv-radiolive.rbc.cn/alive/fm1073.m3u8
北京体育广播,https://brtv-radiolive.rbc.cn/alive/fm1025.m3u8
北京阳光调频,https://lhttp.qtfm.cn/live/5021739/64k.mp3
北京经典调频,https://radio.0472.org/?id=1254
CRI华语环球,http://sk.cri.cn/hyhq.m3u8
CRI环球资讯,http://sk.cri.cn/905.m3u8
CRI南海之声,https://sk.cri.cn/nhzs.m3u8
CRI英语资讯,http://sk.cri.cn/am846.m3u8
RTHK3,https://rthkradio3-live.akamaized.net/hls/live/2040079/radio3/master.m3u8
RTHK普通话,https://rthkradiopth-live.akamaized.net/hls/live/2040082/radiopth/master.m3u8
湖南旅游广播,https://satellitepull.cnr.cn/live/wx32hunlygb/playlist.m3u8
湖南经济广播,https://radio.0472.org/?id=1056
湖南新闻频道,https://radio.0472.org/?id=525
湖南潇湘之声,https://radio.0472.org/?id=526
湖南文艺广播,https://satellitepull.cnr.cn/live/wx32hunwygb/playlist.m3u8
上海故事广播,http://live.cooltv.top/tv/news1296.php?id=10
四川文艺广播,http://satellitepull.cnr.cn/live/wxscwygb/playlist.m3u8
山西文艺广播,http://radiolive.sxrtv.com/live/wenyi/playlist.m3u8
江苏文艺广播,http://satellitepull.cnr.cn/live/wx32jswygb/playlist.m3u8
江苏故事广播,http://satellitepull.cnr.cn/live/wx32jsgsgb/playlist.m3u8
上海戏曲广播,https://radio.0472.org/?id=1314
陕西故事广播,https://radio.0472.org/?id=1133
湖南金鹰之声,https://radio.0472.org/?id=523
芒果时空音乐,https://radio.0472.org/?id=524
湖南交通广播,https://radio.0472.org/?id=1059
湖南音乐之声,https://radio.0472.org/?id=1060
长沙交通广播,https://radio.0472.org/?id=1061
长沙音乐广播,https://radio.0472.org/?id=1531
河北音乐广播,https://radio.0472.org/?id=381
深圳音乐频率,https://radio.0472.org/?id=498
南京音乐广播,http://hls.njgb.com/live_hls/4/playlist.m3u8
江苏音乐广播,https://radio.0472.org/?id=415
河北汽车音乐,https://radio.pull.hebtv.com/live/hebqcyy.m3u8
重庆音乐广播,https://radio.0472.org/?id=372
龙江音乐广播,https://radio.0472.org/?id=552
内蒙音乐之声,https://radio.0472.org/?id=572
宁夏音乐广播,https://radio.0472.org/?id=1701
陕西音乐广播,https://radio.0472.org/?id=561
青海音乐广播,https://radio.0472.org/?id=616
山西音乐广播,https://radio.0472.org/?id=637
山东音乐广播,https://radio.0472.org/?id=702
安徽音乐广播,https://radio.0472.org/?id=601
楚天音乐广播,https://radio.0472.org/?id=533
浙江音乐调频,https://radio.0472.org/?id=928
厦门音乐广播,https://radio.0472.org/?id=1897
云南音乐广播,https://radio.0472.org/?id=592
广西音乐台,https://radio.0472.org/?id=590
贵州音乐广播,https://radio.0472.org/?id=435
新疆音乐广播,https://radio.0472.org/?id=1158
海南音乐广播,https://radio.0472.org/?id=543
河北文艺广播,http://satellitepull.cnr.cn/live/wxhebwygb/playlist.m3u8
Radio France Interntional,https://rfienchinois64k.ice.infomaniak.ch/rfienchinois-64.mp3
BCC News Network,http://stream.rcs.revma.com/78fm9wyy2tzuv
专题,#genre#
纪实人文高清,http://120.6.111.165:8088/rtp/239.253.92.99:6013
中国教育-1高清,http://120.6.111.165:8088/rtp/239.253.92.211:6069
中国交通频道,http://120.6.111.165:8088/rtp/239.253.93.189:6357
kaku 少儿,http://120.6.111.165:8088/rtp/239.253.92.162:8054
金鹰卡通,http://120.6.111.165:8088/rtp/239.253.92.163:8055
