央视卫视,#genre#
CCTV-7国防军事,http://zqh2333.top:2222/rtp/239.93.24.61:5140
CCTV-8电视剧,http://zqh2333.top:2222/rtp/239.93.55.39:5140
CCTV-9纪录,http://zqh2333.top:2222/rtp/239.93.25.24:5140
CCTV-10科教,http://zqh2333.top:2222/rtp/239.93.25.28:5140
CCTV-11戏曲,http://zqh2333.top:2222/rtp/239.93.24.102:5140
CCTV-12社会与法,http://zqh2333.top:2222/rtp/239.93.25.30:8124
CCTV-13新闻,http://zqh2333.top:2222/rtp/239.93.24.66:5140
CCTV-14少儿,http://zqh2333.top:2222/rtp/239.93.25.29:6000
CCTV-15音乐,http://zqh2333.top:2222/rtp/239.93.24.103:5140
CCTV-16奥林匹克,http://zqh2333.top:2222/rtp/239.93.55.54:5140
CCTV-17农业农村,http://zqh2333.top:2222/rtp/239.93.24.92:5140
CCTV-5+体育赛事,http://zqh2333.top:2222/rtp/239.93.25.79:5140
北京卫视,http://zqh2333.top:2222/rtp/239.93.24.180:5140
天津卫视,http://zqh2333.top:2222/rtp/239.93.24.167:5140
东方卫视,http://zqh2333.top:2222/rtp/239.93.24.123:5140
东南卫视,http://zqh2333.top:2222/rtp/239.93.24.42:5140
海南卫视,http://zqh2333.top:2222/rtp/239.93.24.80:5140
广东卫视,http://zqh2333.top:2222/rtp/239.93.24.181:5140
广西卫视,http://zqh2333.top:2222/rtp/239.93.55.46:5140
深圳卫视,http://zqh2333.top:2222/rtp/239.93.24.182:5140
江苏卫视,http://zqh2333.top:2222/rtp/239.93.24.89:5140
江西卫视,http://zqh2333.top:2222/rtp/239.93.24.134:5140
浙江卫视,http://zqh2333.top:2222/rtp/239.93.24.124:5140
湖南卫视,http://zqh2333.top:2222/rtp/239.93.24.88:5140
湖北卫视,http://zqh2333.top:2222/rtp/239.93.24.250:5140
安徽卫视,http://zqh2333.top:2222/rtp/239.93.25.106:5140
山东卫视,http://zqh2333.top:2222/rtp/239.93.24.168:5140
山西卫视,http://zqh2333.top:2222/rtp/239.93.24.6:5140
教育卫视,http://58.58.111.222:808/hls/67/index.m3u8?0
河南卫视,http://zqh2333.top:2222/rtp/239.93.55.45:5140
河北卫视,http://zqh2333.top:2222/rtp/239.93.24.132:5140
厦门卫视,http://8.138.7.223/tv/fjtv1.php?id=xmws&4:5140
龙江卫视,http://zqh2333.top:2222/rtp/239.93.24.183:5140
吉林卫视,http://zqh2333.top:2222/rtp/239.93.24.248:5140
辽宁卫视,http://zqh2333.top:2222/rtp/239.93.25.108:5140
云南卫视,http://zqh2333.top:2222/rtp/239.93.25.174:5140
贵州卫视,http://zqh2333.top:2222/rtp/239.93.24.131:5140
四川卫视,http://zqh2333.top:2222/rtp/239.93.24.20:1235
重庆卫视,http://zqh2333.top:2222/rtp/239.93.25.107:5140
陕西卫视,http://zqh2333.top:2222/rtp/239.93.25.205:5140
甘肃卫视,http://zqh2333.top:2222/rtp/239.93.24.81:5140
宁夏卫视,http://zqh2333.top:2222/rtp/239.93.24.247:5140
青海卫视,http://zqh2333.top:2222/rtp/239.93.24.192:5140
内蒙卫视,http://zqh2333.top:2222/rtp/239.93.24.8:5140
西藏卫视,http://zqh2333.top:2222/rtp/239.93.24.175:5140
新疆卫视,http://zqh2333.top:2222/rtp/239.93.25.214:5140
三沙卫视,http://zqh2333.top:2222/rtp/239.93.55.58:5140
卡酷少儿,http://zqh2333.top:2222/rtp/239.93.24.208:5140
哈哈炫动,http://zqh2333.top:2222/rtp/239.93.24.33:5140
优漫卡通,http://zqh2333.top:2222/rtp/239.93.24.32:5140
嘉佳卡通,http://zqh2333.top:2222/rtp/239.93.24.246:5140
金鹰卡通,http://zqh2333.top:2222/rtp/239.93.24.108:5140 
山东地区,#genre# 
山东齐鲁,http://182.32.159.109:85/tsfile/live/1000_1.m3u8?key=txiptv
山东新闻,http://182.32.159.109:85/tsfile/live/1001_1.m3u8?key=txiptv
山东综艺,http://182.32.159.109:85/tsfile/live/1021_1.m3u8?key=txiptv
山东生活,http://182.32.159.109:85/tsfile/live/1024_1.m3u8?key=txiptv
山东文旅,http://182.32.159.109:85/tsfile/live/1006_1.m3u8?key=txiptv
山东农科,http://182.32.159.109:85/tsfile/live/1008_1.m3u8?key=txiptv
山东体育,http://182.32.159.109:85/tsfile/live/1013_1.m3u8?key=txiptv
山东教育,http://182.32.159.109:85/tsfile/live/1011_1.m3u8?key=txiptv
山东少儿,http://182.32.159.109:85/tsfile/live/1002_1.m3u8?key=txiptv
山东卫视,http://182.32.159.109:85/tsfile/live/0131_1.m3u8?key=txiptv
 
山东齐鲁,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=qlpd
山东新闻,http://58.58.111.222:808/hls/63/index.m3u8?key=txiptv
山东综艺,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxzy
山东生活,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxsh
山东文旅,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxys
山东农科,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=nkpd
山东体育,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=typd
山东教育,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东少儿,http://58.58.111.222:808/hls/65/index.m3u8?key=txiptv
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8?key=txiptv
 
山东齐鲁,http://58.58.111.222:808/hls/58/index.m3u8?key=txiptv
山东新闻,http://58.58.111.222:808/hls/63/index.m3u8?key=txiptv
山东综艺,http://58.58.111.222:808/hls/61/index.m3u8?key=txiptv
山东文旅,http://nw.jiayinkeji.xin/migunew/gtqilu.php?id=yxys
山东生活,http://58.58.111.222:808/hls/60/index.m3u8?key=txiptv
山东农科,http://58.58.111.222:808/hls/64/index.m3u8?key=txiptv
山东教育,http://58.58.111.222:808/hls/67/index.m3u8?key=txiptv
山东少儿,http://58.58.111.222:808/hls/65/index.m3u8?key=txiptv
山东体育,http://58.58.111.222:808/hls/62/index.m3u8?key=txiptv
山东卫视,http://58.58.111.222:808/hls/57/index.m3u8?key=txiptv
 
山东齐鲁,http://122.4.104.5/00/SNM/CHANNEL10000313/index.m3u8
山东新闻,http://122.4.104.5/00/SNM/CHANNEL10000314/index.m3u8
山东综艺,http://122.4.104.5/00/SNM/CHANNEL10000054/index.m3u8
山东生活,http://122.4.104.5/00/SNM/CHANNEL10000055/index.m3u8
山东文旅,http://122.4.104.5/00/SNM/CHANNEL10000056/index.m3u8
山东体育,http://122.4.104.5/00/SNM/CHANNEL00000057/index.m3u8
山东农科,http://122.4.104.5/00/SNM/CHANNEL10000058/index.m3u8
山东少儿,http://122.4.104.5/00/SNM/CHANNEL10000059/index.m3u8
山东教育,http://122.4.104.5/00/SNM/CHANNEL00000331/index.m3u8
山东卫视,http://122.4.104.5/00/SNM/CHANNEL10000301/index.m3u8
 
山东齐鲁,http://150.138.8.132/00/SNM/CHANNEL10000313/index.m3u8
山东新闻,http://150.138.8.132/00/SNM/CHANNEL10000314/index.m3u8
山东体育,http://150.138.8.132/00/SNM/CHANNEL00000315/index.m3u8
山东生活,http://150.138.8.132/00/SNM/CHANNEL00000336/index.m3u8
山东文旅,http://150.138.8.132/00/SNM/CHANNEL00000337/index.m3u8
山东综艺,http://150.138.8.132/00/SNM/CHANNEL00000338/index.m3u8
山东农科,http://150.138.8.132/00/SNM/CHANNEL00000339/index.m3u8
山东少儿,http://150.138.8.132/00/SNM/CHANNEL00000340/index.m3u8
山东教育,http://150.138.8.132/00/SNM/CHANNEL00000331/index.m3u8
山东卫视,http://150.138.8.132/00/SNM/CHANNEL10000301/index.m3u8
江苏地区,#genre#
江苏卫视,http://8.138.7.223/tv/dl/jstv.php?id=jsws
江苏新闻,http://8.138.7.223/tv/dl/jstv.php?id=jsxw
江苏国际,http://8.138.7.223/tv/dl/jstv.php?id=jsgj
江苏城市,http://8.138.7.223/tv/dl/jstv.php?id=jscs
江苏综艺,http://8.138.7.223/tv/dl/jstv.php?id=jszy
江苏影视,http://8.138.7.223/tv/dl/jstv.php?id=jsys
江苏教育,http://8.138.7.223/tv/dl/jstv.php?id=jsjy
江苏体育,http://8.138.7.223/tv/dl/jstv.php?id=jsty
江苏卡通,http://8.138.7.223/tv/dl/jstv.php?id=ymkt
 
江苏卫视,http://58.221.214.82:9901/tsfile/live/0127_1.m3u8
江苏新闻,http://58.221.214.82:9901/tsfile/live/0009_2.m3u8
江苏国际,http://58.221.214.82:9901/tsfile/live/0010_2.m3u8
江苏城市,http://58.221.214.82:9901/tsfile/live/0004_2.m3u8
江苏综艺,http://58.221.214.82:9901/tsfile/live/0005_2.m3u8
江苏教育,http://58.221.214.82:9901/tsfile/live/0012_2.m3u8
江苏影视,http://58.221.214.82:9901/tsfile/live/0007_2.m3u8
江苏体育,http://58.221.214.82:9901/tsfile/live/0006_2.m3u8
江苏卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8
 
江苏卫视,http://www.dsk.cc/jstv/jstv.php?id=jsws
江苏新闻,http://www.dsk.cc/jstv/jstv.php?id=jsxw
江苏国际,http://www.dsk.cc/jstv/jstv.php?id=jsgj
江苏城市,http://www.dsk.cc/jstv/jstv.php?id=jscs
江苏综艺,http://www.dsk.cc/jstv/jstv.php?id=jszy
江苏影视,http://www.dsk.cc/jstv/jstv.php?id=jsys
江苏教育,http://www.dsk.cc/jstv/jstv.php?id=jsjy
江苏体育,http://www.dsk.cc/jstv/jstv.php?id=jsty
江苏卡通,http://www.dsk.cc/jstv/jstv.php?id=ymkt
 
苏州综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州娱乐,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8 
苏州4K台,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
南京综合,http://live.nbs.cn/channels/njtv/xwpdb/nbs06.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
南京文旅,http://live.nbs.cn/channels/njtv/wljl/nbs24.m3u8
南京生活,http://live.nbs.cn/channels/njtv/sbsh/nbs24.m3u8
镇江综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
武进综合,https://live.wjyanghu.com/live/CH1.m3u8
武进生活,https://live.wjyanghu.com/live/CH2.m3u8
无锡综合,http://stream.thmz.com/wxtv1/playlist.m3u8
无锡娱乐,http://stream.thmz.com/wxtv2/playlist.m3u8
无锡都市,http://stream.thmz.com/wxtv3/playlist.m3u8
无锡生活,http://stream.thmz.com/wxtv4/playlist.m3u8
无锡经济,http://stream.thmz.com/wxtv5/playlist.m3u8
宜兴综合,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
南通综合,https://cm-live.ntjoy.com/live/4f1.flv
南通生活,https://cm-live.ntjoy.com/live/4f3.flv
南通公共,https://cm-live.ntjoy.com/live/4f5.flv
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
句容综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8 
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8 
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8 
精彩影视,http://182.32.159.109:85/tsfile/live/1026_1.m3u8?key=txiptv
河南地区,#genre#
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南新闻,http://1.94.31.214/php/hntv.php?id=hnxw
河南都市,http://1.94.31.214/php/hntv.php?id=hnds
河南民生,http://1.94.31.214/php/hntv.php?id=hnms
河南公共,http://1.94.31.214/php/hntv.php?id=hngg
河南乡村,http://1.94.31.214/php/hntv.php?id=hnxc
河南梨园,http://1.94.31.214/php/hntv.php?id=hnly
河南法治,http://1.94.31.214/php/hntv.php?id=hmfz
河南电视剧,http://1.94.31.214/php/hntv.php?id=hndsj
武术世界,http://1.94.31.214/php/hntv.php?id=wspd
文物宝库,http://1.94.31.214/php/hntv.php?id=wwbk
睛彩中原,http://1.94.31.214/php/hntv.php?id=jczy
移动戏曲,http://1.94.31.214/php/hntv.php?id=ydxj
大象视界,http://1.94.31.214/php/hntv.php?id=xsj
欢腾购物,http://1.94.31.214/php/hntv.php?id=htgw
 
河南卫视,http://xxwx.yoesun.com/xxw/河南网.php?id=hnws
河南新闻,http://xxwx.yoesun.com/xxw/河南网.php?id=hnxw
河南都市,http://xxwx.yoesun.com/xxw/河南网.php?id=hnds
河南民生,http://xxwx.yoesun.com/xxw/河南网.php?id=hnms
河南公共,http://xxwx.yoesun.com/xxw/河南网.php?id=hngg
河南乡村,http://xxwx.yoesun.com/xxw/河南网.php?id=hnxc
河南梨园,http://xxwx.yoesun.com/xxw/河南网.php?id=hnly
河南法治,http://xxwx.yoesun.com/xxw/河南网.php?id=hmfz
河南电视剧,http://xxwx.yoesun.com/xxw/河南网.php?id=hndsj
武术世界,http://xxwx.yoesun.com/xxw/河南网.php?id=wspd
文物宝库,http://xxwx.yoesun.com/xxw/河南网.php?id=wwbk
睛彩中原,http://xxwx.yoesun.com/xxw/河南网.php?id=jczy
移动戏曲,http://xxwx.yoesun.com/xxw/河南网.php?id=ydxj
大象视界,http://xxwx.yoesun.com/xxw/河南网.php?id=xsj
欢腾购物,http://xxwx.yoesun.com/xxw/河南网.php?id=htgw
 
河南卫视,http://www.dsk.cc/hntv/hntv.php?id=hnws
河南新闻,http://www.dsk.cc/hntv/hntv.php?id=hnxw
河南都市,http://www.dsk.cc/hntv/hntv.php?id=hnds
河南民生,http://www.dsk.cc/hntv/hntv.php?id=hnms
河南公共,http://www.dsk.cc/hntv/hntv.php?id=hngg
河南乡村,http://www.dsk.cc/hntv/hntv.php?id=hnxc
河南梨园,http://www.dsk.cc/hntv/hntv.php?id=hnly
河南法治,http://www.dsk.cc/hntv/hntv.php?id=hmfz
河南电视剧,http://www.dsk.cc/hntv/hntv.php?id=hndsj
武术世界,http://www.dsk.cc/hntv/hntv.php?id=wspd
文物宝库,http://www.dsk.cc/hntv/hntv.php?id=wwbk
睛彩中原,http://www.dsk.cc/hntv/hntv.php?id=jczy
移动戏曲,http://www.dsk.cc/hntv/hntv.php?id=ydxj
大象视界,http://www.dsk.cc/hntv/hntv.php?id=xsj
欢腾购物,http://www.dsk.cc/hntv/hntv.php?id=htgw
郑州综合,http://www.dsk.cc/hntv/hntv.php?id=zz1
开封综合,http://www.dsk.cc/hntv/hntv.php?id=kf1
开封文旅,http://live.dxhmt.cn:9081/tv/10200-3.m3u8
兰考综合,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
洛阳综合,http://www.dsk.cc/hntv/hntv.php?id=ly1
安阳综合,http://www.dsk.cc/hntv/hntv.php?id=ay1
鹤壁综合,http://www.dsk.cc/hntv/hntv.php?id=hb1
新乡综合,http://www.dsk.cc/hntv/hntv.php?id=xx1
焦作综合,http://www.dsk.cc/hntv/hntv.php?id=jz1
濮阳综合,http://www.dsk.cc/hntv/hntv.php?id=py1
许昌综合,http://www.dsk.cc/hntv/hntv.php?id=xc1
漯河综合,http://www.dsk.cc/hntv/hntv.php?id=lh1
南阳综合,http://www.dsk.cc/hntv/hntv.php?id=ny1
商丘综合,http://www.dsk.cc/hntv/hntv.php?id=sq1
信阳综合,http://www.dsk.cc/hntv/hntv.php?id=xy1
周口综合,http://www.dsk.cc/hntv/hntv.php?id=zk1
济源综合,http://www.dsk.cc/hntv/hntv.php?id=jy1
平顶山综合,http://www.dsk.cc/hntv/hntv.php?id=pds1
三门峡综合,http://www.dsk.cc/hntv/hntv.php?id=smx1
驻马店综合,http://www.dsk.cc/hntv/hntv.php?id=zmd1
影迷影院,#genre#
征服,http://103.193.151.146/huya.php?id=11601970
沈腾,http://103.193.151.146/huya.php?id=11601968
王晶,http://103.193.151.146/huya.php?id=11602058
吴京,http://103.193.151.146/huya.php?id=11602077
成龙,http://103.193.151.146/huya.php?id=11342386
徐克,http://103.193.151.146/huya.php?id=11352909
邓超,http://103.193.151.146/huya.php?id=11336592
徐峥,http://103.193.151.146/huya.php?id=11602043
黄渤,http://103.193.151.146/huya.php?id=11352876
周星驰,http://103.193.151.146/huya.php?id=11342412
林正英,http://103.193.151.146/huya.php?id=11342421
李连杰,http://103.193.151.146/huya.php?id=11342390
古天乐,http://103.193.151.146/huya.php?id=11352935
周润发,http://103.193.151.146/huya.php?id=11342387
刘德华,http://103.193.151.146/huya.php?id=11342424
梁家辉,http://103.193.151.146/huya.php?id=11342429
洪金宝,http://103.193.151.146/huya.php?id=11279251
张卫健,http://103.193.151.146/huya.php?id=11342423
庆余年,http://103.193.151.146/huya.php?id=11352960
赵家班,http://103.193.151.146/huya.php?id=11352938
芈月传,http://103.193.151.146/huya.php?id=11352975
婆媳间,http://103.193.151.146/huya.php?id=21059568
捉妖记,http://103.193.151.146/huya.php?id=11342414
甄嬛传,http://103.193.151.146/huya.php?id=11601971
好先生,http://103.193.151.146/huya.php?id=11602088
铁梨花,http://103.193.151.146/huya.php?id=11352912
神话片,http://103.193.151.146/huya.php?id=11352913
鬼吹灯,http://103.193.151.146/huya.php?id=11352871
宝莲灯,http://103.193.151.146/huya.php?id=21059563
封神榜,http://103.193.151.146/huya.php?id=23749096
西游记,http://103.193.151.146/huya.php?id=23735126
鹿鼎记,http://103.193.151.146/huya.php?id=23865080
洗冤录,http://103.193.151.146/huya.php?id=23903130
寻秦记,http://103.193.151.146/huya.php?id=23864973
特工007,http://103.193.151.146/huya.php?id=21059585
今晚80后,http://103.193.151.146/huya.php?id=11352961
新版三国,http://103.193.151.146/huya.php?id=11352944
新版水浒,http://103.193.151.146/huya.php?id=11342384
天龙八部,http://103.193.151.146/huya.php?id=23903123
笑傲江湖,http://103.193.151.146/huya.php?id=23865142
神雕侠侣,http://103.193.151.146/huya.php?id=23865171
楚汉骄雄,http://103.193.151.146/huya.php?id=23740156
金枝欲孽,http://103.193.151.146/huya.php?id=23865036
雍正王朝,http://103.193.151.146/huya.php?id=11342439
康熙王朝,http://103.193.151.146/huya.php?id=11352940
三国演义,http://103.193.151.146/huya.php?id=11602081
法证先锋,http://103.193.151.146/huya.php?id=23863804
爱情公寓,http://103.193.151.146/huya.php?id=11336726
家有儿女,http://103.193.151.146/huya.php?id=11352872
士兵突击,http://103.193.151.146/huya.php?id=11342430
父母爱情,http://103.193.151.146/huya.php?id=11602071
终极三国,http://103.193.151.146/huya.php?id=21059562
龙门镖局,http://103.193.151.146/huya.php?id=11352874
网球王子,http://103.193.151.146/huya.php?id=11352882
龙岭迷窟,http://103.193.151.146/huya.php?id=29465863
昆仑神宫,http://103.193.151.146/huya.php?id=11601957
怒晴湘西,http://103.193.151.146/huya.php?id=11602075
云南虫谷,http://103.193.151.146/huya.php?id=11352898
南海归墟,http://103.193.151.146/huya.php?id=11352883
雪山飞狐,http://103.193.151.146/huya.php?id=11352952
红海行动,http://103.193.151.146/huya.php?id=11601986
古装情感,http://103.193.151.146/huya.php?id=11352881
犯罪影片,http://103.193.151.146/huya.php?id=11352962
小哥美食,http://103.193.151.146/huya.php?id=14363949
朱雀青龙,http://103.193.151.146/huya.php?id=11352905
港产搞笑,http://103.193.151.146/huya.php?id=11601960
港台警匪,http://103.193.151.146/huya.php?id=11352886
推荐合集,http://103.193.151.146/huya.php?id=11602041
强森合集,http://103.193.151.146/huya.php?id=21059581
宇宙合集,http://103.193.151.146/huya.php?id=11342428
怪兽合集,http://103.193.151.146/huya.php?id=21059577
武侠合集,http://103.193.151.146/huya.php?id=11342427
警匪合集,http://103.193.151.146/huya.php?id=11352886
罪犯合集,http://103.193.151.146/huya.php?id=11352962
枪战合集,http://103.193.151.146/huya.php?id=21059579
热血合集,http://103.193.151.146/huya.php?id=11352934
贺岁合集,http://103.193.151.146/huya.php?id=11601971
玄幻合集,http://103.193.151.146/huya.php?id=11342414
谍战合集,http://103.193.151.146/huya.php?id=21059585
喜剧合集,http://103.193.151.146/huya.php?id=11352877
港片合集,http://103.193.151.146/huya.php?id=11602043
国产合集,http://103.193.151.146/huya.php?id=11352973
哆啦 A梦,http://103.193.151.146/huya.php?id=11601963
猫和老鼠,http://103.193.151.146/huya.php?id=11352879
蜡笔小新,http://103.193.151.146/huya.php?id=11352970
海绵宝宝,http://103.193.151.146/huya.php?id=11352919
西部影院,http://103.193.151.146/huya.php?id=30311497
旋风球技,http://103.193.151.146/huya.php?id=11342400
吐槽大会,http://103.193.151.146/huya.php?id=11342422
黑帮斗争,http://103.193.151.146/huya.php?id=11342419
星爷搞笑,http://103.193.151.146/huya.php?id=21136378
医馆笑传,http://103.193.151.146/huya.php?id=11352891
经典好片,http://103.193.151.146/huya.php?id=11342427
史诗大片,http://103.193.151.146/huya.php?id=21059556
开心快乐,http://103.193.151.146/huya.php?id=11342388
中国功夫,http://103.193.151.146/huya.php?id=11352941
韩国动作,http://103.193.151.146/huya.php?id=11352884
勇敢的心,http://103.193.151.146/huya.php?id=11602037
经典好剧,http://103.193.151.146/huya.php?id=11602085
十大奇冤,http://103.193.151.146/huya.php?id=11352899
经典喜剧,http://103.193.151.146/huya.php?id=11352894
异形世界,http://103.193.151.146/huya.php?id=21059577
电锯惊魂,http://103.193.151.146/huya.php?id=11352903
天雷滚滚,http://103.193.151.146/huya.php?id=11352945
港剧经典,http://103.193.151.146/huya.php?id=11352965
茶啊二中,http://103.193.151.146/huya.php?id=11213191
喜剧专场,http://103.193.151.146/huya.php?id=11602044
女神系列,http://103.193.151.146/huya.php?id=11336571
金庸武侠,http://103.193.151.146/huya.php?id=11342435
小李飞刀,http://103.193.151.146/huya.php?id=11336590
魔法世界,http://103.193.151.146/huya.php?id=21059580
镖行天下,http://103.193.151.146/huya.php?id=11352969
西部刑侦,http://103.193.151.146/huya.php?id=11601972
青春爱情,http://103.193.151.146/huya.php?id=11602075
太空混战,http://103.193.151.146/huya.php?id=21059579
三国鼎立,http://103.193.151.146/huya.php?id=11602077
赘婿全集,http://103.193.151.146/huya.php?id=21059564
东方不败,http://103.193.151.146/huya.php?id=11601962
最佳搭档,http://103.193.151.146/huya.php?id=11342397
虎妈猫爸,http://103.193.151.146/huya.php?id=11601964
活佛济公,http://103.193.151.146/huya.php?id=11342400
喜剧合家,http://103.193.151.146/huya.php?id=11352877
谍战神剧,http://103.193.151.146/huya.php?id=11342436
救援电影,http://103.193.151.146/huya.php?id=21059586
金庸电影,http://103.193.151.146/huya.php?id=11352897
鹊刀门传奇,http://103.193.151.146/huya.php?id=11352963
民兵葛二蛋,http://103.193.151.146/huya.php?id=11602072
铁道游击队,http://103.193.151.146/huya.php?id=11352936
新神雕侠侣,http://103.193.151.146/huya.php?id=11352964
我叫王大锤,http://103.193.151.146/huya.php?id=26355850
雪中悍刀行,http://103.193.151.146/huya.php?id=11336592
生活大爆炸,http://103.193.151.146/huya.php?id=11342417
情满四合院,http://103.193.151.146/huya.php?id=11342426
金庸经典剧,http://103.193.151.146/huya.php?id=11602082
五福星全集,http://103.193.151.146/huya.php?id=11282233
大宋提刑官,http://103.193.151.146/huya.php?id=11279251
命案十三宗,http://103.193.151.146/huya.php?id=11601981
特战队出击,http://103.193.151.146/huya.php?id=11352973
我是大哥大,http://103.193.151.146/huya.php?id=23652317
美食纪录片,http://103.193.151.146/huya.php?id=11352955
神医喜来乐,http://103.193.151.146/huya.php?id=11601978
中华小当家,http://103.193.151.146/huya.php?id=11342413
搞笑一家人,http://103.193.151.146/huya.php?id=11342402
倚天屠龙记,http://103.193.151.146/huya.php?id=11342403
杰森斯坦森,http://103.193.151.146/huya.php?id=21059588
地下交通站,http://103.193.151.146/huya.php?id=11342433
陈翔六点半,http://103.193.151.146/huya.php?id=11274154
神探狄仁杰,http://103.193.151.146/huya.php?id=11352958
炊事班的故事,http://103.193.151.146/huya.php?id=19524135
情深深雨濛濛,http://103.193.151.146/huya.php?id=11352885
穿越千年之恋,http://103.193.151.146/huya.php?id=11342398
风云雄霸天下,http://103.193.151.146/huya.php?id=21059612
康熙微服私访,http://103.193.151.146/huya.php?id=11342418
我的团长我的团,http://103.193.151.146/huya.php?id=11352910
铁齿铜牙纪晓岚,http://103.193.151.146/huya.php?id=11342396
 
征服,http://fmbox.cc/huya.php?id=11601970
沈腾,http://fmbox.cc/huya.php?id=11601968
王晶,http://fmbox.cc/huya.php?id=11602058
吴京,http://fmbox.cc/huya.php?id=11602077
成龙,http://fmbox.cc/huya.php?id=11342386
徐克,http://fmbox.cc/huya.php?id=11352909
邓超,http://fmbox.cc/huya.php?id=11336592
徐峥,http://fmbox.cc/huya.php?id=11602043
黄渤,http://fmbox.cc/huya.php?id=11352876
周星驰,http://fmbox.cc/huya.php?id=11342412
林正英,http://fmbox.cc/huya.php?id=11342421
李连杰,http://fmbox.cc/huya.php?id=11342390
古天乐,http://fmbox.cc/huya.php?id=11352935
周润发,http://fmbox.cc/huya.php?id=11342387
刘德华,http://fmbox.cc/huya.php?id=11342424
梁家辉,http://fmbox.cc/huya.php?id=11342429
洪金宝,http://fmbox.cc/huya.php?id=11279251
张卫健,http://fmbox.cc/huya.php?id=11342423
庆余年,http://fmbox.cc/huya.php?id=11352960
赵家班,http://fmbox.cc/huya.php?id=11352938
芈月传,http://fmbox.cc/huya.php?id=11352975
婆媳间,http://fmbox.cc/huya.php?id=21059568
捉妖记,http://fmbox.cc/huya.php?id=11342414
甄嬛传,http://fmbox.cc/huya.php?id=11601971
好先生,http://fmbox.cc/huya.php?id=11602088
铁梨花,http://fmbox.cc/huya.php?id=11352912
神话片,http://fmbox.cc/huya.php?id=11352913
鬼吹灯,http://fmbox.cc/huya.php?id=11352871
宝莲灯,http://fmbox.cc/huya.php?id=21059563
封神榜,http://fmbox.cc/huya.php?id=23749096
西游记,http://fmbox.cc/huya.php?id=23735126
鹿鼎记,http://fmbox.cc/huya.php?id=23865080
洗冤录,http://fmbox.cc/huya.php?id=23903130
寻秦记,http://fmbox.cc/huya.php?id=23864973
特工007,http://fmbox.cc/huya.php?id=21059585
今晚80后,http://fmbox.cc/huya.php?id=11352961
新版三国,http://fmbox.cc/huya.php?id=11352944
新版水浒,http://fmbox.cc/huya.php?id=11342384
天龙八部,http://fmbox.cc/huya.php?id=23903123
笑傲江湖,http://fmbox.cc/huya.php?id=23865142
神雕侠侣,http://fmbox.cc/huya.php?id=23865171
楚汉骄雄,http://fmbox.cc/huya.php?id=23740156
金枝欲孽,http://fmbox.cc/huya.php?id=23865036
雍正王朝,http://fmbox.cc/huya.php?id=11342439
康熙王朝,http://fmbox.cc/huya.php?id=11352940
三国演义,http://fmbox.cc/huya.php?id=11602081
法证先锋,http://fmbox.cc/huya.php?id=23863804
爱情公寓,http://fmbox.cc/huya.php?id=11336726
家有儿女,http://fmbox.cc/huya.php?id=11352872
士兵突击,http://fmbox.cc/huya.php?id=11342430
父母爱情,http://fmbox.cc/huya.php?id=11602071
终极三国,http://fmbox.cc/huya.php?id=21059562
龙门镖局,http://fmbox.cc/huya.php?id=11352874
网球王子,http://fmbox.cc/huya.php?id=11352882
龙岭迷窟,http://fmbox.cc/huya.php?id=29465863
昆仑神宫,http://fmbox.cc/huya.php?id=11601957
怒晴湘西,http://fmbox.cc/huya.php?id=11602075
云南虫谷,http://fmbox.cc/huya.php?id=11352898
