山♥ IPV4频道,#genre#
河南卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=hnws
湖北卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=hubws
江西卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=jxws
江苏卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=jsws
海峡卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=hxws
大湾区卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=dwqws
广西卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=gxws
云南卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=ynws
贵州卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=gzws
新疆卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=xjws
西藏卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=xzws
海南卫视│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=hinws
北京卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/45/index.m3u8
天津卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/48/index.m3u8
黑龙江卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/50/index.m3u8
广西卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/60/index.m3u8
宁夏卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/71/index.m3u8
山东教育卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/72/index.m3u8
宁夏卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/73/index.m3u8
山东卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/75/index.m3u8
重庆卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/76/index.m3u8
新疆卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/82/index.m3u8
河南卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/96/index.m3u8
新疆卫视│[山河],http://jxtv3.gdsz.eu.org:8081/hls/104/index.m3u8
优漫卡通│[山河],http://jxtv3.gdsz.eu.org:8081/hls/128/index.m3u8
CHC动作电影│[山河],http://biaozhun114.com/tv/sxg.php?id=62
CHC影迷电影│[山河],http://biaozhun114.com/tv/sxg.php?id=63
CHC家庭影院│[山河],http://biaozhun114.com/tv/sxg.php?id=64
CHC影迷电影│[山河],http://biaozhun114.com/tv/iptv2.php?id=88
CHC动作电影│[山河],http://jxtv3.gdsz.eu.org:8081/hls/62/index.m3u8
CHC动作电影│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=chcdzdy
CHC家庭影院│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=chcjtdy
NewTV东北热剧│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV中国功夫│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTV军事评论│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV军旅剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV农业致富│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV动作电影│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV家庭剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV怡伴健康│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV惊悚悬疑│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV明星大片│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV欢乐剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV武搏世界│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV海外剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV潮妈辣婆│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV爱情喜剧│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV精品大剧│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品纪录│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV精品体育│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV超级体育│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV超级电影│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级电视剧│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV超级综艺│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV金牌综艺│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV精品萌宠│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV爱情喜剧│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8 
NewTV超级电视剧│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8 
NewTV超级电影│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8 
NewTV超级体育│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8 
NewTV超级综艺│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8 
NewTV潮妈辣婆│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8 
NewTV东北热剧│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8 
NewTV动作电影│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8 
NewTV古装剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8 
NewTV海外剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8 
NewTV欢乐剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8 
NewTV家庭剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8 
NewTV金牌综艺│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8 
NewTV惊悚悬疑│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8 
NewTV精品纪录│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8 
NewTV军旅剧场│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8 
NewTV军事评论│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8 
NewTV明星大片│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8 
NewTV农业致富│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8 
NewTV武搏世界│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8 
NewTV炫舞未来│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8 
NewTV怡伴健康│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8 
NewTV中国功夫│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8 
CCTV-1│[山河],http://biaozhun114.com/tv/sxg.php?id=1
CCTV-2│[山河],http://biaozhun114.com/tv/sxg.php?id=2
CCTV-3│[山河],http://biaozhun114.com/tv/sxg.php?id=3
CCTV-4│[山河],http://biaozhun114.com/tv/sxg.php?id=4
CCTV-4│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv4o
CCTV-4│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv4a
CCTV-4K│[山河],http://biaozhun114.com/tv/sxg.php?id=20
CCTV-5│[山河],http://biaozhun114.com/tv/sxg.php?id=5
CCTV-5+│[山河],http://biaozhun114.com/tv/sxg.php?id=6
CCTV-6│[山河],http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8
CCTV-6│[山河],http://biaozhun114.com/tv/sxg.php?id=7
CCTV-7│[山河],http://biaozhun114.com/tv/sxg.php?id=8
CCTV-8│[山河],http://biaozhun114.com/tv/sxg.php?id=9
CCTV-9│[山河],http://biaozhun114.com/tv/sxg.php?id=10
CCTV-10│[山河],http://biaozhun114.com/tv/sxg.php?id=11
CCTV-11│[山河],http://biaozhun114.com/tv/sxg.php?id=12
CCTV-12│[山河],http://biaozhun114.com/tv/sxg.php?id=13
CCTV-13│[山河],https://event.pull.hebtv.com/jishi/cp4.m3u8
CCTV-13│[山河],http://biaozhun114.com/tv/sxg.php?id=14
CCTV-14│[山河],http://biaozhun114.com/tv/sxg.php?id=15
CCTV-15│[山河],http://biaozhun114.com/tv/sxg.php?id=16
CCTV-16│[山河],http://biaozhun114.com/tv/sxg.php?id=17
CCTV-17│[山河],http://biaozhun114.com/tv/sxg.php?id=19
CCTV-1│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv1
CCTV-2│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv2
CCTV-3│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv3
CCTV-4│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv4
CCTV-5│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv5
CCTV-6│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv6
CCTV-8│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv8
CCTV-9│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv9
CCTV-10│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv10
CCTV-11│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv11
CCTV-12│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv12
CCTV-13│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv13
CCTV-14│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv14
CCTV-15│[山河],http://biaozhun114.com/tv/gitv.php?id=cctv15
CCTV-1│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv1
CCTV-2│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv2
CCTV-3│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv3
CCTV-4│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv4
CCTV-5│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv5
CCTV-6│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv6
CCTV-7│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv7
CCTV-8│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv8
CCTV-9│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv9
CCTV-10│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv10
CCTV-11│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv11
CCTV-12│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv12
CCTV-13│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv13
CCTV-14│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv14
CCTV-15│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv15
CCTV-17│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv17
CCTV-5+│[山河],http://tvbox.mohuajz.eu.org/tv/migu.php?id=cctv5p

CCTV-5│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5+│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV-5+│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV-6│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-6│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
CCTV-7│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-8│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-9│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-10│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-11│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV-12│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV-13│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-14│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-15│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-16│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-17│[山河],http//dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8


CCTV-2│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-3│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-4│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-5│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV-5+│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-6│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-7│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-9│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-10│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-12│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV-13│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV-14│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV-16│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17│[山河],http://ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8
CCTV-央视文化精品│[山河],http://biaozhun114.com/tv/iptv2.php?id=30
CCTV-风云音乐│[山河],http://biaozhun114.com/tv/iptv2.php?id=33
CCTV-第一剧场│[山河],http://biaozhun114.com/tv/iptv2.php?id=31
CCTV-怀旧剧场│[山河],http://biaozhun114.com/tv/iptv2.php?id=26
CCTV-风云剧场│[山河],http://biaozhun114.com/tv/iptv2.php?id=32
CCTV-世界地理│[山河],http://biaozhun114.com/tv/iptv2.php?id=28
CCTV-电视指南│[山河],http://biaozhun114.com/tv/gdmzyd.php?id=109
CCTV-兵器科技│[山河],http://biaozhun114.com/tv/iptv2.php?id=29
CCTV-央视文化精品│[山河],http://jxtv3.gdsz.eu.org:8081/hls/33/index.m3u8
CCTV-风云音乐│[山河],http://jxtv3.gdsz.eu.org:8081/hls/88/index.m3u8
CCTV-风云音乐│[山河],http://jxtv3.gdsz.eu.org:8081/hls/117/index.m3u8
iHOT爱电竞│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000054
iHOT爱谍战│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000038
iHOT爱动漫│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000059
iHOT爱经典│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000037
iHOT爱科幻│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000033
iHOT爱科学│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000047
iHOT爱浪漫│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000035
iHOT爱历史│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000046
iHOT爱旅行│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000056
iHOT爱奇谈│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000058
iHOT爱青春│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000041
iHOT爱赛车│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000055
iHOT爱体育│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000060
iHOT爱玩具│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000053
iHOT爱喜剧│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000032
iHOT爱悬疑│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000036
iHOT爱幼教│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000049
iHOT爱院线│[山河],http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000034
CCTV-1│[山河],mitv://generationnexxxt.com:19806/1a50835e80564ba8ae28fce9bb7f228f
CCTV-2│[山河],mitv://generationnexxxt.com:19806/ce08ee69cea5402c99bf285704eac3e5
CCTV-3│[山河],mitv://generationnexxxt.com:19806/784f6703531044be9cee14b793948d30
CCTV-4│[山河],mitv://generationnexxxt.com:19806/50c3e18e04bf478db59251455cf3d309
CCTV-5│[山河],mitv://generationnexxxt.com:19806/7d00bdeddb6c422796e62ae9e8b9398d
CCTV5+│[山河],mitv://generationnexxxt.com:19806/65a531aa00057c26dd8d1ccf196a034e
CCTV-6│[山河],mitv://generationnexxxt.com:19806/3ec70c48b2024e4f9210169aec2914c7
CCTV-7│[山河],mitv://generationnexxxt.com:19806/e70ef03e57794075962ec3960df5b167
CCTV-8│[山河],mitv://generationnexxxt.com:19806/65a52e1d00012b4cdd7f3cee366e723b
CCTV-9│[山河],mitv://generationnexxxt.com:19806/65a52e1d0007b3b6dd7f3e945c727248
CCTV-10│[山河],mitv://generationnexxxt.com:19806/65a52e1d000c0c0bdd7f3fad13ad7f10
CCTV-11│[山河],mitv://generationnexxxt.com:19806/65a52e1e0002f04bdd7f414333117e01
CCTV-12│[山河],mitv://generationnexxxt.com:19806/65a52e1e0008b4e1dd7f42ba38ef4a02
CCTV-13│[山河],mitv://generationnexxxt.com:19806/65a52dc0000d93bbdd7dd4d235813afb
CCTV-14│[山河],mitv://generationnexxxt.com:19806/65a52dc1000332e5dd7dd60b29277892
CCTV-15│[山河],mitv://generationnexxxt.com:19806/65a52dc10008dffbdd7dd78215274e95
CCTV-16│[山河],mitv://generationnexxxt.com:19806/65a614e0000be91ae104b1833fc057ba
CCTV-17│[山河],mitv://generationnexxxt.com:19806/65a614e00004fec6e104afbe58b32445
北京卫视│[山河],mitv://generationnexxxt.com:19806/8d7d0547db754c32bca6011693893b40
天津卫视│[山河],mitv://generationnexxxt.com:19806/0d7fa1ec8c4348e29bc3f09a38ae3691
河北卫视│[山河],mitv://generationnexxxt.com:19806/f0390f4cc1fa4b9991338bc6426deb17
黑龙江卫视│[山河],mitv://generationnexxxt.com:19806/2f690600a9454710b15b0e90853268c3
辽宁卫视│[山河],mitv://generationnexxxt.com:19806/4b1903b35f804f1180a4b346efbabfc9
东方卫视│[山河],mitv://generationnexxxt.com:19806/10521db17e054dbeba85448ac091ae64
江苏卫视│[山河],mitv://generationnexxxt.com:19806/13f3f27751184d95902e5c588264551e
浙江卫视│[山河],mitv://generationnexxxt.com:19806/b4518016c79d45f38a27eeafb3309925#mitv://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a
江西卫视│[山河],mitv://generationnexxxt.com:19806/d3548b106a7d45b4972427c3a75135ab
山东卫视│[山河],mitv://generationnexxxt.com:19806/be77ccef4df042ab909e0a2586844431
东南卫视│[山河],mitv://generationnexxxt.com:19806/00aae4669ca24ddabf43997323ceef8e
湖北卫视│[山河],mitv://generationnexxxt.com:19806/7553b94400ac4d85b752579acb37c0ce
湖南卫视│[山河],mitv://generationnexxxt.com:19806/d8ea1b07516449b6968c04b07cb188ea#mitv://generationnexxxt.com:19806/45dc7947c5574ebfb0e68e5d0a537ed0
深圳卫视│[山河],mitv://generationnexxxt.com:19806/b8c8ef10f65649c9a43388d771203f61
广东卫视│[山河],mitv://generationnexxxt.com:19806/cf7073fbb4c5490a86aca002247700f9
广西卫视│[山河],mitv://generationnexxxt.com:19806/eb435193f43d4c8ca09c9ce477d4d7b9
重庆卫视│[山河],mitv://generationnexxxt.com:19806/c173700eaecc412695b37ac062b6abac
云南卫视│[山河],mitv://generationnexxxt.com:19806/9203ba029385410793e3f2b7bffb3335
CCTV-1│[山河],http://124.205.11.246:91/live/CCTV1hd-8M/live.m3u8
CCTV-2│[山河],http://124.205.11.246:91/live/CCTV2hd-8M/live.m3u8
CCTV-3│[山河],http://124.205.11.246:91/live/CCTV3hd-8M/live.m3u8
CCTV-4│[山河],http://124.205.11.246:91/live/CCTV4hd-8M/live.m3u8
CCTV-5│[山河],http://124.205.11.246:91/live/CCTV5hd-8M/live.m3u8
CCTV-5+│[山河],http://124.205.11.246:91/live/CCTV5+hd-8M/live.m3u8
CCTV-6│[山河],http://124.205.11.246:91/live/CCTV6hd-8M/live.m3u8
CCTV-7│[山河],http://124.205.11.246:91/live/CCTV7hd-8M/live.m3u8
CCTV-8│[山河],http://124.205.11.246:91/live/CCTV8hd-8M/live.m3u8
CCTV-9│[山河],http://124.205.11.246:91/live/CCTV9hd-8M/live.m3u8
CCTV-10│[山河],http://124.205.11.246:91/live/CCTV10hd-8M/live.m3u8
CCTV-11│[山河],http://124.205.11.246:91/live/CCTV11hd-8M/live.m3u8
CCTV-12│[山河],http://124.205.11.246:91/live/CCTV12hd-8M/live.m3u8
CCTV-13│[山河],http://124.205.11.246:91/live/CCTV13hd-8M/live.m3u8
CCTV-14│[山河],http://124.205.11.246:91/live/CCTV14hd-8M/live.m3u8
CCTV-15│[山河],http://124.205.11.246:91/live/CCTV15hd-8M/live.m3u8
CCTV-16│[山河],http://124.205.11.246:91/live/CCTV16hd-8M/live.m3u8
CCTV-17│[山河],http://124.205.11.246:91/live/CCTV17hd-8M/live.m3u8
北京卫视│[山河],http://124.205.11.246:91/live/BJWShd-8M/live.m3u8
天津卫视│[山河],http://124.205.11.246:91/live/TJWShd-8M/live.m3u8
河北卫视│[山河],http://124.205.11.246:91/live/HeBWShd-8M/live.m3u8
山西卫视│[山河],http://124.205.11.246:91/live/SXWS1-1500k/live.m3u8
内蒙古卫视│[山河],http://124.205.11.246:91/live/NMGWS-1500k/live.m3u8
辽宁卫视│[山河],http://124.205.11.246:91/live/LNWShd-8M/live.m3u8
吉林卫视│[山河],http://124.205.11.246:91/live/JLWShd-8M/live.m3u8
黑龙江卫视│[山河],http://124.205.11.246:91/live/HLJWShd-8M/live.m3u8
东方卫视│[山河],http://124.205.11.246:91/live/DFWShd-8M/live.m3u8
江苏卫视│[山河],http://124.205.11.246:91/live/JSWShd-8M/live.m3u8
浙江卫视│[山河],http://124.205.11.246:91/live/ZJWShd-8M/live.m3u8
安徽卫视│[山河],http://124.205.11.246:91/live/AHWShd-8M/live.m3u8
东南卫视│[山河],http://124.205.11.246:91/live/DNWShd-8M/live.m3u8
江西卫视│[山河],http://124.205.11.246:91/live/JXWShd-8M/live.m3u8
山东卫视│[山河],http://124.205.11.246:91/live/SDWShd-8M/live.m3u8
河南卫视│[山河],http://124.205.11.246:91/live/HeNWS-1500k/live.m3u8
湖北卫视│[山河],http://124.205.11.246:91/live/HuBWShd-8M/live.m3u8
湖南卫视│[山河],http://124.205.11.246:91/live/HuNWShd-8M/live.m3u8
广东卫视│[山河],http://124.205.11.246:91/live/GDWShd-8M/live.m3u8
广西卫视│[山河],http://124.205.11.246:91/live/GXWS-1500k/live.m3u8
海南卫视│[山河],http://124.205.11.246:91/live/LYWS-1500k/live.m3u8
重庆卫视│[山河],http://124.205.11.246:91/live/CQWShd-8M/live.m3u8
四川卫视│[山河],http://124.205.11.246:91/live/SCWS-1500k/live.m3u8
贵州卫视│[山河],http://124.205.11.246:91/live/GZWShd-8M/live.m3u8
云南卫视│[山河],http://124.205.11.246:91/live/YNWS-1500k/live.m3u8
西藏卫视│[山河],http://124.205.11.246:91/live/XZWS-1500k/live.m3u8
陕西卫视│[山河],http://124.205.11.246:91/live/SXWS3-1500k/live.m3u8
甘肃卫视│[山河],http://124.205.11.246:91/live/GSWS-1500k/live.m3u8
青海卫视│[山河],http://124.205.11.246:91/live/QHWS-1500k/live.m3u8
宁夏卫视│[山河],http://124.205.11.246:91/live/NXWS-1500k/live.m3u8
新疆卫视│[山河],http://124.205.11.246:91/live/XJWS-1500k/live.m3u8
厦门卫视│[山河],http://124.205.11.246:91/live/XMWS-1500k/live.m3u8
大湾区卫视│[山河],http://124.205.11.246:91/live/NFWS-1500k/live.m3u8
深圳卫视│[山河],http://124.205.11.246:91/live/SZWShd-8M/live.m3u8
金鹰卡通│[山河],http://124.205.11.246:91/live/JYKT-1500k/live.m3u8
卡酷少儿│[山河],http://124.205.11.246:91/live/BTVKKhd-5M/live.m3u8
北京文艺│[山河],http://124.205.11.246:91/live/BTVWYhd-5M/live.m3u8
北京体育休闲│[山河],http://124.205.11.246:91/live/BTVTYhd-8M/live.m3u8
北京影视│[山河],http://124.205.11.246:91/live/BTVYShd-5M/live.m3u8
北京财经│[山河],http://124.205.11.246:91/live/BTVCJhd-5M/live.m3u8
北京生活│[山河],http://124.205.11.246:91/live/BTVSHhd-5M/live.m3u8
北京新闻│[山河],http://124.205.11.246:91/live/BTVXWhd-5M/live.m3u8
北京纪实科教│[山河],http://124.205.11.246:91/live/BTVKJ-1500k/live.m3u8
北京纪实科教│[山河],http://124.205.11.246:91/live/BTVKJhd-5M/live.m3u8
北京纪实科教│[山河],http://124.205.11.246:91/live/BTVKJhd-8M/live.m3u8
北京国际│[山河],http://124.205.11.246:91/live/BTVGJ-1500k/live.m3u8
CCTV-1│[山河],http//hlsbkmgsplive.miguvideo.com/migu/kailu/cctv1hd265/57/20191230/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=
